game_id,round_id,consensus_decision,agreement_level
c6c045d2-fe57-4c29-b767-793eeac4ac99,1,Eject No Ejection,1.0
c6c045d2-fe57-4c29-b767-793eeac4ac99,2,Eject No Ejection,1.0
c6c045d2-fe57-4c29-b767-793eeac4ac99,3,Eject No Ejection,1.0
c6c045d2-fe57-4c29-b767-793eeac4ac99,4,Eject No Ejection,1.0
c6c045d2-fe57-4c29-b767-793eeac4ac99,5,Eject Agent_1,0.8571428571428571
14db9558-bc35-4a89-b577-b9f50fb5d861,1,Eject No Ejection,1.0
14db9558-bc35-4a89-b577-b9f50fb5d861,2,Eject No Ejection,1.0
14db9558-bc35-4a89-b577-b9f50fb5d861,3,Eject No Ejection,1.0
14db9558-bc35-4a89-b577-b9f50fb5d861,4,Eject Agent_8,0.5714285714285714
14db9558-bc35-4a89-b577-b9f50fb5d861,5,Eject Agent_6,0.6666666666666666
6a5f6081-91c4-47ef-ad64-53e1adc5500e,1,Eject No Ejection,1.0
4a75417f-6f78-4a78-ae49-8953b17fd748,1,Eject Agent_5,1.0
d9202a45-37f9-4608-8a39-22d0e8c452c1,1,Eject Agent_4,1.0
747297de-eb06-468e-8230-4c786166d370,1,Eject No Ejection,1.0
747297de-eb06-468e-8230-4c786166d370,2,Eject Agent_3,0.7142857142857143
747297de-eb06-468e-8230-4c786166d370,3,Eject Agent_6,0.4
747297de-eb06-468e-8230-4c786166d370,4,Eject Agent_4,1.0
747297de-eb06-468e-8230-4c786166d370,5,Eject Agent_4,1.0
ce573ea7-0588-4235-9836-c8542df5661f,1,Eject No Ejection,1.0
757680e0-2063-4d92-bcc5-130bdba843fb,1,Eject No Ejection,1.0
757680e0-2063-4d92-bcc5-130bdba843fb,2,Eject No Ejection,1.0
757680e0-2063-4d92-bcc5-130bdba843fb,3,Eject No Ejection,1.0
757680e0-2063-4d92-bcc5-130bdba843fb,4,Eject No Ejection,1.0
757680e0-2063-4d92-bcc5-130bdba843fb,5,Eject No Ejection,1.0
39ceb7f2-a20c-4520-8ebf-d131ef0507a1,1,Eject No Ejection,1.0
39ceb7f2-a20c-4520-8ebf-d131ef0507a1,2,Eject No Ejection,1.0
39ceb7f2-a20c-4520-8ebf-d131ef0507a1,3,Eject No Ejection,1.0
39ceb7f2-a20c-4520-8ebf-d131ef0507a1,4,Eject No Ejection,1.0
397aa38d-a2ce-45b9-bdc0-59fae10782ce,1,Eject Agent_5,0.5714285714285714
bbd579f0-c4f6-4ba6-8ffe-2a09934ff4e5,1,Eject No Ejection,1.0
bbd579f0-c4f6-4ba6-8ffe-2a09934ff4e5,2,Eject No Ejection,1.0
d50f029d-4c6a-49a2-9732-4829c457648e,1,Eject No Ejection,1.0
d50f029d-4c6a-49a2-9732-4829c457648e,2,Eject No Ejection,1.0
d50f029d-4c6a-49a2-9732-4829c457648e,3,Eject No Ejection,1.0
d50f029d-4c6a-49a2-9732-4829c457648e,4,Eject Agent_2,1.0
9f262937-d054-4396-a7fa-02e1827544a9,1,Eject No Ejection,1.0
9f262937-d054-4396-a7fa-02e1827544a9,2,Eject Agent_8,0.8571428571428571
9f262937-d054-4396-a7fa-02e1827544a9,3,Eject Agent_8,0.8333333333333334
9f262937-d054-4396-a7fa-02e1827544a9,4,Eject Agent_8,0.5
9f262937-d054-4396-a7fa-02e1827544a9,5,Eject Agent_8,0.6
2ec14298-4eae-4c3b-9f1d-8b34da77a5cc,2,Eject Agent_8,0.7142857142857143
2ec14298-4eae-4c3b-9f1d-8b34da77a5cc,3,Eject Agent_8,1.0
2ec14298-4eae-4c3b-9f1d-8b34da77a5cc,4,Eject Agent_8,1.0
2ec14298-4eae-4c3b-9f1d-8b34da77a5cc,5,Eject Agent_8,0.8
cba7e4c7-6cf8-426e-83db-581aec555afa,1,Eject Agent_5,1.0
cba7e4c7-6cf8-426e-83db-581aec555afa,2,Eject Agent_5,1.0
86137ee6-7683-4a8e-a64e-eda240cf3884,1,Eject Agent_3,0.5714285714285714
dc05e893-db56-4757-a003-ff4bd9bd6d88,1,Eject Agent_4,1.0
396bbf99-276d-487b-9ed7-e092843e947b,2,Eject Agent_3,0.5714285714285714
112f2d26-b9be-491e-bbc6-9095b749353d,2,Eject Agent_8,0.6666666666666666
112f2d26-b9be-491e-bbc6-9095b749353d,3,Eject Agent_5,1.0
112f2d26-b9be-491e-bbc6-9095b749353d,4,Eject Agent_5,0.5
112f2d26-b9be-491e-bbc6-9095b749353d,5,Eject Agent_5,0.75
bb2884fc-095d-4386-8520-52ec79fe7826,1,Eject Agent_2,0.8571428571428571
bb2884fc-095d-4386-8520-52ec79fe7826,2,Eject Agent_2,0.8333333333333334
8fc889a6-cb37-4129-a5bd-b9c5c1e90463,1,Eject Agent_5,0.7142857142857143
6b8bfdd0-2535-4408-a63c-86da33f3c860,2,Eject Agent_6,0.2857142857142857
6b8bfdd0-2535-4408-a63c-86da33f3c860,3,Eject Agent_2,0.5
6b8bfdd0-2535-4408-a63c-86da33f3c860,4,Eject Agent_7,0.3333333333333333
6b8bfdd0-2535-4408-a63c-86da33f3c860,5,Eject Agent_7,0.5
dc847a1a-74a0-4a53-b5f3-1edcd3c0fac7,1,Eject Agent_6,0.8571428571428571
47ed9a24-3ebf-4e28-902b-ed0e3236fe9c,1,Eject Agent_2,0.8571428571428571
47ed9a24-3ebf-4e28-902b-ed0e3236fe9c,2,Eject Agent_2,1.0
47ed9a24-3ebf-4e28-902b-ed0e3236fe9c,3,Eject Agent_2,0.8333333333333334
47ed9a24-3ebf-4e28-902b-ed0e3236fe9c,4,Eject No Ejection,0.6666666666666666
47ed9a24-3ebf-4e28-902b-ed0e3236fe9c,5,Eject No Ejection,0.5
